InvoiceID,CustomerID,ProductID,SalesPersonID,DateID,Amount
1672,000,60,2,10/8/2013,331.06
1673,742,53,0,8/28/2013,616.86
1674,909,79,1,11/1/2013,478.15
1675,428,88,1,2/27/2013,633.31
1676,715,58,3,1/26/2013,805.34
1677,633,37,2,5/9/2013,688.27
1678,761,24,6,11/20/2013,437.7
1679,951,04,4,11/2/2013,538.25
1680,762,52,5,2/7/2014,428.6
1681,156,65,9,3/12/2013,908.17
1682,155,96,7,1/20/2013,709.35
1683,480,45,1,12/4/2013,470.73
1684,314,04,6,9/27/2013,669.03
1685,813,51,9,4/8/2014,346.12
1686,914,63,1,6/18/2013,607.25
1687,461,04,0,1/14/2013,435.66
1688,266,63,0,8/17/2013,651.98
1689,864,91,0,7/11/2014,418.06
1690,618,70,3,5/29/2014,542.26
1691,099,45,4,1/26/2013,549.58
1692,554,48,8,9/3/2014,210.77
1693,121,08,5,11/8/2014,564.14
1694,325,94,0,2/13/2013,579.93
1695,231,64,3,6/6/2013,693.37
1696,851,89,6,10/15/2013,127.5
1697,744,18,2,4/22/2014,413.59
1698,374,45,0,5/4/2014,54.84
1699,132,31,4,1/28/2013,461.1
1700,192,41,0,1/28/2013,93.17
1701,842,34,5,11/20/2014,881.26
1702,709,13,3,8/28/2014,863.93
1703,176,95,7,11/25/2013,936.82
1704,028,96,2,5/3/2014,541.45
1705,478,62,2,2/2/2013,-24.2
1706,616,55,8,4/13/2013,959.03
1707,468,91,8,6/19/2014,321.33
1708,962,62,1,10/3/2013,50.9
1709,187,30,8,6/15/2014,794.17
1710,593,58,9,5/12/2013,-1.18
1711,061,42,7,12/13/2013,488.29
1712,742,34,7,8/18/2013,791.3
1713,982,23,4,4/4/2013,512.99
1714,967,02,8,7/14/2013,394.68
1715,981,27,9,8/21/2014,816.48
1716,874,50,5,4/7/2013,641.21
1717,097,19,7,11/3/2013,459.24
1718,771,75,5,10/29/2014,517.84
1719,471,72,8,6/22/2013,508.06
1720,627,15,1,5/6/2013,452.39
1721,226,84,1,7/10/2013,653.29
1722,220,78,4,12/14/2013,611.96
1723,175,61,2,8/13/2013,220.78
1724,140,09,0,10/5/2013,245.62
1725,303,38,0,6/26/2014,981.21
1726,357,97,3,4/7/2013,375.63
1727,049,55,2,3/28/2013,433.63
1728,637,30,1,3/3/2013,650.71
1729,398,30,3,5/29/2013,126.13
1730,810,33,5,3/12/2014,523.41
1731,255,21,6,3/22/2014,536.06
1732,081,49,8,10/6/2013,888.27
1733,929,97,4,4/21/2014,471.51
1734,373,10,9,11/24/2013,468.83
1735,979,16,0,8/24/2014,590.48
1736,936,15,4,6/1/2014,-47.19
1737,849,02,3,4/8/2013,95.9
1738,047,17,0,7/1/2014,520.61
1739,174,82,5,5/20/2013,602.23
1740,763,16,9,1/4/2013,319.09
1741,672,90,1,9/20/2014,423.72
1742,284,21,1,7/10/2013,572.76
1743,049,68,2,7/3/2014,404.86
1744,385,58,7,12/19/2013,426.29
1745,962,69,2,7/13/2013,545.74
1746,930,42,0,7/1/2014,510.39
1747,184,08,0,4/4/2013,760.69
1748,453,50,4,10/20/2013,583.29
1749,492,29,9,4/26/2013,399.98
1750,437,03,5,1/24/2013,179.1
1751,135,07,3,2/9/2014,281.39
1752,449,11,6,10/26/2013,159.92
1753,558,12,1,10/30/2013,338.58
1754,921,24,1,8/31/2013,479.43
1755,259,99,2,4/10/2014,440.73
1756,995,82,8,4/16/2014,153.03
1757,346,83,7,9/25/2013,106.1
1758,605,23,2,8/2/2014,457.16
1759,931,18,0,11/8/2014,606.57
1760,440,14,2,10/30/2014,341.25
1761,676,70,2,6/21/2014,636.32
1762,544,45,3,6/19/2013,-167.73
1763,995,58,9,3/2/2013,649.51
1764,285,04,6,1/22/2014,873.39
1765,508,67,2,6/9/2014,632.18
1766,536,63,5,2/22/2013,431.75
1767,708,72,9,2/21/2014,461.23
1768,730,57,8,10/29/2013,103.92
1769,015,69,8,4/6/2014,695.43
1770,072,97,7,11/24/2014,290.9
1771,227,01,0,4/25/2013,319.74
1772,120,13,4,6/25/2013,555.78
1773,289,00,5,2/22/2013,254.25
1774,055,09,3,11/11/2013,665.95
1775,679,78,8,9/9/2014,162.45
1776,961,39,6,12/7/2013,985.63
1777,426,40,2,1/30/2014,612.75
1778,063,39,6,7/18/2014,506.6
1779,195,43,7,3/15/2013,161.79
1780,032,66,3,4/28/2014,400.81
1781,906,80,4,12/17/2013,822.39
1782,723,90,3,1/13/2013,136.8
1783,423,88,5,6/20/2014,640.1
1784,234,38,8,3/13/2013,227.05
1785,319,25,0,6/16/2014,282.16
1786,829,17,8,9/13/2013,491.89
1787,344,65,6,10/1/2014,489.69
1788,852,03,4,1/30/2014,614.75
1789,514,54,8,12/28/2013,508.0
1790,307,06,0,10/1/2013,564.38
1791,556,24,7,6/7/2014,58.49
1792,484,50,1,6/10/2013,456.67
1793,495,69,6,2/24/2013,757.31
1794,570,01,3,2/27/2013,814.34
1795,411,50,3,8/6/2013,368.65
1796,728,95,2,4/5/2014,765.75
1797,198,07,2,2/10/2014,517.35
1798,715,27,0,7/15/2013,539.6
1799,974,05,1,3/14/2014,1034.9
1800,645,25,1,3/15/2013,165.23
1801,230,44,4,6/18/2014,222.68
1802,982,03,8,11/11/2014,44.45
1803,604,10,2,2/22/2013,507.37
1804,751,98,8,10/9/2013,644.36
1805,077,34,6,7/16/2013,323.91
1806,674,40,6,8/11/2014,236.99
1807,672,39,1,10/26/2014,105.15
1808,361,35,1,8/19/2013,29.3
1809,966,08,9,10/28/2013,923.01
1810,239,49,0,7/23/2014,675.09
1811,348,70,4,9/22/2014,678.75
1812,330,94,1,4/4/2013,621.84
1813,498,27,9,11/22/2013,378.43
1814,223,21,6,10/28/2014,388.07
1815,053,70,6,11/7/2014,370.14
1816,956,23,9,8/18/2013,662.74
1817,110,96,3,4/2/2014,814.91
1818,942,45,6,4/7/2014,452.9
1819,784,33,6,7/1/2014,401.54
1820,651,34,9,6/3/2014,476.95
1821,250,10,5,1/15/2013,284.98
1822,455,78,5,1/13/2013,803.17
1823,808,46,1,8/4/2014,53.08
1824,406,52,2,3/2/2014,585.66
1825,450,69,6,3/11/2014,652.69
1826,568,83,9,5/20/2014,208.13
1827,253,57,7,8/9/2013,452.18
1828,160,39,0,9/28/2014,368.11
1829,988,56,4,1/5/2014,411.19
1830,702,21,9,4/23/2013,237.65
1831,144,34,9,2/16/2014,770.65
1832,243,71,7,2/3/2014,271.74
1833,313,56,8,6/10/2014,618.3
1834,433,63,4,1/8/2014,33.92
1835,938,59,8,8/1/2014,273.72
1836,345,30,5,7/21/2014,513.66
1837,708,73,1,9/19/2013,553.63
1838,405,43,7,11/24/2014,305.11
1839,002,86,7,4/26/2013,408.94
1840,421,07,3,12/7/2013,552.06
1841,802,65,8,2/24/2014,587.53
1842,049,50,4,3/4/2013,543.27
1843,389,76,9,12/21/2013,609.94
1844,260,96,5,12/10/2013,853.01
1845,103,65,1,8/31/2014,648.71
1846,719,40,0,9/15/2014,384.08
1847,170,96,1,5/2/2014,391.03
1848,205,66,6,5/9/2014,114.8
1849,964,73,6,6/4/2013,378.5
1850,549,90,4,4/26/2014,525.82
1851,113,85,0,9/15/2014,266.78
1852,627,23,0,9/30/2013,290.76
1853,758,60,8,8/10/2013,-147.8
1854,362,91,8,6/17/2014,383.86
1855,193,96,7,5/13/2013,631.2
1856,976,03,7,5/1/2014,599.58
1857,513,64,0,4/29/2013,136.91
1858,783,92,3,3/28/2013,224.62
1859,597,86,8,3/1/2013,515.27
1860,459,29,7,5/2/2013,581.99
1861,132,51,3,8/4/2013,502.27
1862,820,89,1,2/7/2014,551.47
1863,289,17,5,12/28/2013,577.4
1864,336,96,5,11/9/2014,731.77
1865,912,98,8,1/8/2014,630.46
1866,936,13,2,6/26/2014,388.31
1867,338,31,0,5/3/2013,707.32
1868,006,26,6,6/18/2014,690.07
1869,037,77,7,12/11/2013,59.37
1870,175,77,4,10/1/2013,418.97
1871,404,89,1,12/20/2013,721.71
1872,394,23,9,4/11/2013,810.14
1873,739,75,3,7/21/2014,848.62
1874,887,34,6,5/15/2014,370.1
1875,594,96,1,10/10/2013,730.83
1876,303,80,1,10/24/2013,792.99
1877,486,16,0,6/12/2014,751.96
1878,513,71,9,7/5/2014,981.57
1879,225,81,9,10/3/2014,441.41
1880,882,54,8,7/7/2013,755.23
1881,332,32,4,1/15/2013,637.95
1882,255,80,7,5/31/2014,502.57
1883,018,82,9,5/19/2014,408.59
1884,178,18,8,10/29/2013,667.65
1885,006,76,6,11/7/2014,718.19
1886,731,76,3,8/24/2014,931.36
1887,769,78,7,6/25/2014,475.02
1888,943,94,5,6/10/2014,837.03
1889,986,58,7,9/14/2013,195.15
1890,091,98,9,3/1/2013,921.39
1891,337,41,9,9/24/2014,436.86
1892,388,86,8,11/10/2013,92.15
1893,129,90,0,4/5/2013,654.59
1894,469,96,4,9/11/2013,175.81
1895,843,55,3,7/15/2014,210.06
1896,370,84,3,8/26/2013,296.05
1897,670,50,2,3/23/2014,192.72
1898,753,15,1,6/24/2013,515.66
1899,688,84,8,10/26/2014,314.89
1900,888,43,0,8/10/2013,190.98
1901,676,39,5,4/8/2014,5.82
1902,773,25,9,5/11/2013,576.12
1903,800,36,5,5/5/2013,709.49
1904,578,78,0,9/25/2013,763.2
1905,860,74,8,4/15/2013,469.87
1906,144,17,9,10/19/2013,339.4
1907,542,65,3,8/15/2013,608.4
1908,596,98,1,6/23/2013,170.94
1909,210,91,4,6/21/2013,374.64
1910,287,07,3,1/27/2014,730.59
1911,540,16,0,9/6/2013,431.99
1912,946,98,1,4/9/2014,569.13
1913,881,34,4,5/28/2014,379.59
1914,361,07,5,4/25/2014,738.34
1915,844,79,9,1/10/2013,246.86
1916,548,83,2,1/16/2014,473.62
1917,331,19,2,10/2/2014,55.44
1918,353,10,6,8/6/2014,402.44
1919,678,92,4,3/30/2013,162.73
1920,410,04,1,4/4/2013,485.12
1921,648,49,7,1/15/2014,489.42
1922,376,35,6,11/1/2013,542.0
1923,425,10,8,2/16/2013,607.04
1924,166,81,8,7/11/2014,559.01
1925,653,49,9,12/27/2013,203.59
1926,035,73,5,6/17/2013,218.82
1927,657,58,5,10/11/2013,562.31
1928,808,43,5,4/10/2013,577.29
1929,598,44,8,11/26/2013,799.9
1930,414,89,3,2/15/2013,618.24
1931,468,38,1,4/14/2013,447.84
1932,870,04,4,5/10/2014,632.97
1933,204,59,6,1/30/2014,489.37
1934,663,72,0,3/4/2013,469.41
1935,568,51,8,3/1/2013,163.8
1936,343,60,6,11/9/2013,910.14
1937,183,25,4,11/14/2013,779.41
1938,634,54,2,6/4/2013,1094.51
1939,232,19,5,3/15/2013,861.54
1940,987,44,0,1/21/2014,94.49
1941,728,10,2,5/13/2014,575.97
1942,448,25,9,2/25/2014,414.78
1943,000,85,5,5/5/2014,429.35
1944,923,77,9,8/25/2014,506.64
1945,243,18,0,10/10/2014,429.33
1946,238,10,1,10/12/2013,751.28
1947,996,17,5,11/20/2014,552.65
1948,802,95,6,2/14/2014,105.12
1949,617,57,7,8/17/2013,643.18
1950,261,29,7,10/17/2013,70.69
1951,831,59,6,7/2/2013,361.01
1952,446,93,6,5/9/2014,68.08
1953,909,86,5,7/26/2014,378.36
1954,954,29,8,11/28/2013,518.35
1955,521,75,3,2/15/2014,412.42
1956,548,70,1,8/23/2013,518.21
1957,333,57,7,7/3/2014,388.37
1958,192,30,4,10/25/2014,651.67
1959,673,64,2,7/11/2014,60.8
1960,880,70,0,2/14/2013,472.36
1961,804,32,3,11/4/2013,457.19
1962,570,59,2,2/28/2014,699.41
1963,444,29,5,7/22/2013,1001.09
1964,510,80,7,8/24/2014,218.05
1965,996,36,7,6/26/2014,772.52
1966,710,21,9,2/20/2013,825.48
1967,935,71,0,7/6/2013,296.86
1968,356,52,4,8/12/2014,458.32
1969,269,16,4,2/4/2013,538.7
1970,152,00,3,9/24/2014,567.22
1971,945,70,7,1/7/2014,619.12
1972,188,76,1,1/9/2014,512.66
1973,008,05,6,5/22/2014,839.14
1974,352,22,8,12/18/2013,272.56
1975,157,75,3,11/17/2014,593.64
1976,504,30,3,1/5/2013,519.5
1977,766,87,5,9/2/2014,563.51
1978,002,97,6,10/10/2013,553.58
1979,700,49,0,5/18/2013,639.41
1980,563,46,6,8/16/2013,572.52
1981,540,63,4,11/16/2013,516.79
1982,322,32,1,3/27/2013,692.05
1983,086,83,0,6/18/2014,507.89
1984,971,25,4,5/6/2013,413.35
1985,134,54,6,11/21/2013,326.49
1986,249,68,0,8/30/2014,173.61
1987,896,74,2,3/17/2013,429.39
1988,567,18,5,4/11/2014,597.84
1989,648,95,0,6/17/2013,212.5
1990,167,98,3,9/26/2013,468.27
1991,359,86,6,4/19/2014,510.01
1992,367,28,6,1/12/2013,321.43
1993,663,25,4,2/26/2014,636.46
1994,807,02,7,12/19/2013,172.57
1995,739,57,0,7/17/2014,384.01
1996,312,23,0,9/20/2014,154.49
1997,737,05,7,8/31/2013,686.85
1998,501,50,1,5/7/2014,506.9
1999,782,61,3,5/4/2013,448.35
2000,949,88,8,7/28/2013,329.49
2001,569,18,9,10/9/2013,924.7
2002,145,12,7,8/11/2013,585.74
2003,858,91,2,1/4/2014,481.38
2004,985,13,2,4/17/2013,139.5
2005,911,83,8,5/3/2013,368.08
2006,977,85,2,5/8/2013,-99.42
2007,265,26,0,11/10/2014,639.29
2008,201,92,3,6/1/2014,609.3
2009,849,45,3,8/29/2014,178.69
2010,619,39,2,6/1/2013,374.02
2011,909,41,2,3/20/2013,138.52
2012,323,06,4,11/2/2013,245.59
2013,902,41,6,1/8/2014,417.22
2014,523,66,7,6/11/2014,166.22
2015,128,44,4,1/20/2014,1078.51
2016,053,49,9,7/1/2014,458.12
2017,798,15,0,6/12/2014,198.83
2018,328,72,0,3/9/2013,746.07
2019,539,80,9,9/19/2014,436.25
2020,058,83,9,3/5/2013,345.44
2021,871,93,8,11/19/2013,494.52
2022,557,07,0,1/27/2014,485.85
2023,441,31,8,7/26/2013,480.41
2024,599,05,2,10/28/2014,582.71
2025,906,75,5,1/9/2014,684.15
2026,498,48,3,9/7/2014,972.96
2027,936,23,3,9/8/2013,75.32
2028,515,31,0,4/29/2014,854.65
2029,712,79,7,4/17/2013,162.51
2030,205,38,3,6/3/2013,291.42
2031,033,40,5,9/3/2013,734.12
2032,686,25,8,9/12/2014,547.7
2033,962,99,5,7/7/2013,431.54
2034,483,45,2,9/3/2014,821.0
2035,484,08,5,3/17/2013,860.8
2036,300,60,0,6/18/2014,164.93
2037,818,74,1,6/30/2013,114.79
2038,951,79,5,3/11/2013,623.27
2039,736,89,4,12/4/2013,293.75
2040,096,10,0,12/21/2013,920.65
2041,144,15,2,5/15/2013,291.44
2042,394,36,1,2/17/2013,576.33
2043,139,24,7,5/27/2014,211.76
2044,706,90,9,5/22/2013,284.54
2045,899,02,5,3/1/2013,292.9
2046,723,42,3,5/3/2014,390.15
2047,609,64,9,5/11/2014,423.39
2048,443,85,1,7/12/2013,503.13
2049,271,02,0,6/7/2014,123.12
2050,334,20,3,2/12/2013,530.24
2051,270,52,7,8/26/2013,115.98
2052,050,76,7,7/21/2013,820.92
2053,843,45,2,12/9/2013,488.29
2054,603,94,3,11/27/2013,301.11
2055,987,05,9,10/30/2014,442.96
2056,779,97,6,11/4/2013,732.64
2057,846,11,7,12/27/2013,821.88
2058,894,07,3,4/2/2014,565.37
2059,181,11,1,3/17/2014,378.67
2060,630,82,8,10/15/2013,861.58
2061,333,75,8,8/29/2014,952.83
2062,358,36,3,7/23/2014,657.77
2063,510,29,0,6/10/2013,1103.35
2064,387,56,2,4/8/2014,750.74
2065,415,00,0,12/1/2013,638.14
2066,309,09,9,5/30/2014,389.81
2067,348,77,0,11/1/2013,701.57
2068,735,52,0,10/15/2014,509.44
2069,737,76,3,1/31/2014,603.4
2070,498,82,6,3/17/2013,644.48
2071,017,24,3,8/14/2013,590.88
2072,902,87,1,1/25/2013,540.07
2073,181,69,6,8/1/2014,468.79
2074,948,71,1,8/18/2013,535.07
2075,159,36,8,9/11/2014,584.45
2076,617,28,5,6/6/2013,95.36
2077,250,13,6,8/7/2013,709.57
2078,877,10,8,6/25/2013,1109.18
2079,406,66,6,5/1/2014,397.68
2080,575,78,2,6/19/2013,865.68
2081,403,24,6,1/27/2013,461.0
2082,790,91,9,2/18/2013,-17.78
2083,485,31,2,9/14/2013,510.94
2084,678,32,8,10/26/2014,478.71
2085,897,02,9,8/31/2014,534.63
2086,241,02,9,2/4/2013,181.76
2087,816,38,9,6/17/2013,489.87
2088,437,36,7,3/31/2014,163.38
2089,775,92,5,6/19/2014,4.96
2090,995,60,1,6/30/2013,58.65
2091,113,62,4,10/4/2013,724.42
2092,094,92,6,4/17/2013,388.37
2093,686,90,2,8/17/2014,568.61
2094,698,42,4,1/18/2014,326.71
2095,691,27,8,6/9/2013,431.7
2096,258,53,0,12/6/2013,64.41
2097,481,35,5,9/1/2013,812.13
2098,315,88,5,1/8/2013,444.22
2099,321,40,9,5/6/2014,587.02
2100,829,12,2,10/30/2014,264.3
2101,028,70,3,7/25/2013,358.64
2102,399,88,1,2/23/2013,1046.27
2103,673,50,1,1/19/2014,414.36
2104,707,41,1,7/28/2014,571.34
2105,783,68,4,7/25/2014,173.56
2106,390,41,9,5/2/2014,508.53
2107,626,22,7,8/17/2014,690.35
2108,787,28,4,1/30/2013,116.13
2109,023,14,1,3/23/2014,704.01
2110,095,61,7,1/24/2014,913.77
2111,855,96,8,2/11/2013,278.24
2112,772,99,7,7/24/2014,434.64
2113,118,06,0,2/10/2013,444.45
2114,445,67,9,8/21/2013,504.24
2115,053,66,2,4/29/2014,667.24
2116,183,52,2,1/16/2014,538.41
2117,536,15,0,8/28/2013,787.83
2118,176,22,1,6/22/2014,389.82
2119,301,61,0,9/23/2014,252.44
2120,313,98,4,2/4/2013,366.16
2121,326,06,3,3/4/2014,705.15
2122,534,15,9,1/30/2014,219.93
2123,166,12,2,2/3/2014,280.49
2124,857,90,7,4/13/2014,667.44
2125,876,73,0,8/13/2013,510.19
2126,438,77,5,11/24/2014,678.2
2127,019,37,8,8/30/2013,578.74
2128,595,29,5,4/18/2013,748.58
2129,450,01,6,10/30/2014,440.82
2130,185,09,7,8/12/2013,665.67
2131,395,72,6,2/21/2013,341.21
2132,622,62,3,4/23/2013,427.36
2133,907,02,7,1/20/2014,689.96
2134,973,04,6,7/15/2013,737.67
2135,828,98,1,2/27/2013,593.91
2136,917,61,5,4/2/2013,427.93
2137,490,76,3,7/25/2014,556.38
2138,212,42,8,5/12/2013,468.63
2139,355,18,3,4/4/2014,726.64
2140,254,18,2,8/25/2013,691.35
2141,297,53,0,1/6/2014,940.74
2142,991,48,7,1/6/2013,453.49
2143,877,02,4,9/29/2013,448.18
2144,948,39,3,9/10/2014,347.69
2145,602,26,0,8/19/2013,466.29
2146,140,23,1,6/28/2013,99.33
2147,063,49,5,8/3/2014,525.69
2148,928,35,6,7/20/2014,710.02
2149,971,67,3,7/28/2014,676.89
2150,519,01,6,1/26/2014,870.52
2151,777,34,0,11/7/2013,386.28
2152,761,23,7,2/25/2014,465.65
2153,560,98,2,11/5/2013,576.6
2154,866,87,7,6/1/2014,606.45
2155,186,87,0,8/7/2013,581.73
2156,838,39,0,4/5/2014,529.97
2157,216,42,6,10/9/2014,289.46
2158,160,31,1,12/7/2013,902.28
2159,330,14,8,10/11/2014,404.49
2160,359,48,8,8/4/2013,642.5
2161,818,76,6,5/13/2014,771.49
2162,786,61,9,5/21/2014,594.42
2163,734,54,9,7/14/2014,665.88
2164,534,90,2,6/8/2014,559.84
2165,440,15,0,4/2/2014,725.49
2166,676,83,6,11/1/2013,650.4
2167,591,56,7,9/30/2014,639.36
2168,825,42,7,8/17/2013,525.49
2169,935,39,9,5/25/2014,1045.09
2170,574,16,7,3/11/2014,244.85
2171,340,41,2,9/2/2014,732.27
2172,600,88,9,11/9/2014,433.37
2173,430,20,2,10/4/2014,471.16
2174,641,47,8,8/14/2013,538.37
2175,079,88,1,10/18/2014,592.53
2176,097,23,9,12/2/2013,399.89
2177,512,10,4,4/12/2013,154.62
2178,200,71,3,5/6/2013,113.67
2179,756,99,5,7/9/2014,714.41
2180,195,63,4,10/30/2013,211.77
2181,613,94,5,2/10/2014,823.69
2182,558,79,3,10/24/2014,314.48
2183,462,26,9,3/14/2013,663.27
2184,758,52,5,1/21/2014,767.47
2185,612,25,2,3/14/2014,1007.99
2186,430,00,9,3/13/2013,523.54
2187,117,39,0,7/5/2013,391.13
2188,229,31,6,2/16/2013,382.91
2189,959,48,0,9/19/2014,249.46
2190,331,62,3,2/14/2013,924.96
2191,914,29,8,7/15/2014,394.03
2192,282,76,9,4/5/2013,447.05
2193,819,22,0,4/16/2013,408.01
2194,527,28,0,1/26/2014,710.4
2195,087,51,4,7/10/2014,362.79
2196,352,04,1,11/18/2013,388.67
2197,656,57,4,6/6/2014,831.15
2198,868,05,9,7/19/2014,551.59
2199,406,92,5,3/23/2013,553.79
2200,726,43,2,7/4/2013,670.77
2201,971,60,9,3/25/2014,651.88
2202,492,80,6,1/26/2014,721.49
2203,807,86,3,8/29/2014,464.88
2204,138,73,5,6/20/2014,41.6
2205,293,52,7,2/27/2013,630.76
2206,268,99,7,1/7/2013,312.02
2207,902,39,2,9/16/2014,275.17
2208,629,02,1,1/29/2014,698.41
2209,645,02,8,6/9/2014,439.05
2210,062,12,0,3/10/2014,489.78
2211,824,77,6,5/8/2013,321.84
2212,892,82,9,4/8/2014,573.8
2213,138,54,5,2/9/2013,911.96
2214,022,01,8,3/20/2014,653.19
2215,753,65,6,3/8/2014,240.95
2216,975,81,8,10/9/2013,385.77
2217,162,72,8,11/23/2013,621.03
2218,097,95,9,11/23/2013,122.9
2219,411,11,6,10/29/2013,527.06
2220,614,08,9,2/25/2014,666.98
2221,983,53,1,5/3/2014,375.52
2222,614,06,6,2/27/2014,900.26
2223,890,50,2,6/22/2013,582.83
2224,032,21,2,1/23/2014,320.84
2225,936,43,0,4/20/2014,226.47
2226,655,65,7,9/3/2014,438.01
2227,805,64,1,4/8/2014,281.57
2228,377,98,6,12/31/2013,314.85
2229,125,63,4,7/7/2013,700.45
2230,183,57,0,2/28/2014,851.36
2231,345,34,4,6/10/2013,209.56
2232,326,74,2,11/30/2013,708.77
2233,404,80,9,6/11/2013,719.06
2234,687,00,9,10/3/2014,678.0
2235,826,85,9,8/14/2013,246.7
2236,855,09,8,4/6/2014,397.12
2237,067,12,3,3/28/2014,192.59
2238,706,18,8,5/16/2013,603.53
2239,076,26,5,3/14/2013,117.27
2240,486,59,9,9/26/2014,809.25
2241,139,72,8,10/11/2013,636.51
2242,975,09,9,9/16/2013,414.11
2243,349,55,0,7/11/2013,385.79
2244,913,77,9,8/23/2014,722.59
2245,339,45,6,1/9/2013,268.46
2246,569,99,5,11/9/2013,522.46
2247,049,56,5,12/10/2013,465.15
2248,352,26,2,1/9/2013,616.97
2249,189,99,7,6/4/2013,741.52
2250,897,34,5,5/13/2014,82.7
2251,061,29,5,1/7/2013,230.64
2252,234,11,6,11/27/2014,18.73
2253,677,99,6,10/13/2014,816.2
2254,377,49,8,4/6/2013,333.51
2255,249,92,1,6/21/2013,849.22
2256,972,10,7,3/10/2014,1078.28
2257,455,91,0,9/20/2013,654.09
2258,802,76,7,4/21/2013,321.77
2259,848,09,9,3/8/2013,978.98
2260,290,09,9,1/27/2014,405.95
2261,911,55,2,5/25/2014,497.22
2262,335,78,6,4/16/2013,460.63
2263,208,59,7,6/19/2013,726.58
2264,784,00,3,4/11/2013,444.6
2265,149,41,1,5/28/2013,673.91
2266,747,03,3,1/6/2014,391.09
2267,148,91,5,9/16/2014,1027.32
2268,541,15,4,11/29/2013,357.57
2269,419,66,6,11/19/2013,683.67
2270,378,71,1,6/29/2013,-90.63
2271,607,14,8,10/3/2013,655.05
2272,243,47,7,8/5/2014,198.45
2273,108,68,5,8/26/2014,746.01
2274,495,52,7,7/13/2014,397.64
2275,832,60,4,2/25/2013,47.09
2276,562,24,0,5/9/2014,185.48
2277,223,38,1,1/27/2014,430.54
2278,119,37,3,5/27/2013,757.29
2279,987,15,0,4/5/2014,674.36
2280,425,67,1,5/24/2014,674.44
2281,127,18,1,8/5/2013,517.41
2282,926,09,9,5/18/2013,1050.49
2283,005,91,2,8/17/2014,592.81
2284,434,07,4,3/4/2013,572.72
2285,425,58,3,8/22/2013,420.91
2286,741,36,9,2/11/2014,530.97
2287,614,13,5,8/23/2013,467.23
2288,050,10,4,8/12/2013,409.06
2289,926,75,3,1/3/2013,300.1
2290,473,21,6,7/26/2014,381.86
2291,791,47,3,6/4/2013,784.1
2292,819,89,4,12/15/2013,597.29
2293,265,68,8,5/7/2013,468.05
2294,386,39,3,11/15/2013,367.05
2295,227,60,3,3/13/2013,476.22
2296,513,24,4,2/24/2013,462.61
2297,892,20,9,8/3/2014,553.26
2298,929,26,2,4/4/2013,763.06
2299,652,28,6,7/24/2013,639.64
2300,167,24,3,5/4/2014,701.78
2301,160,11,8,10/13/2013,147.74
2302,514,23,3,3/1/2014,682.42
2303,021,67,2,12/24/2013,460.09
2304,347,55,8,3/16/2013,486.74
2305,610,77,9,5/31/2014,736.38
2306,273,13,9,6/26/2013,916.18
2307,448,32,9,11/19/2014,621.12
2308,204,54,6,8/11/2014,699.88
2309,257,69,5,3/29/2013,1066.94
2310,611,22,8,4/25/2013,825.9
2311,081,48,4,2/17/2014,459.08
2312,338,53,4,10/3/2013,547.22
2313,462,15,7,9/25/2014,1049.5
2314,256,48,1,7/21/2013,711.17
2315,556,39,0,4/9/2013,521.1
2316,123,51,6,11/18/2013,758.66
2317,478,29,6,4/12/2014,352.81
2318,159,79,0,9/21/2014,809.38
2319,372,95,5,9/12/2013,250.15
2320,284,23,7,7/7/2013,190.79
2321,253,76,8,12/30/2013,520.76
2322,760,53,1,11/1/2013,388.37
2323,026,62,5,10/15/2013,390.34
2324,344,83,4,1/5/2014,657.16
2325,075,44,4,4/13/2013,483.82
2326,075,70,5,9/12/2014,791.42
2327,988,67,1,10/18/2014,828.01
2328,975,13,3,11/16/2014,306.31
2329,672,70,4,4/13/2013,945.68
2330,380,00,0,9/2/2013,614.27
2331,307,49,5,7/26/2013,643.17
2332,251,54,6,11/18/2013,296.61
2333,333,05,2,11/15/2014,331.3
2334,755,39,9,2/15/2013,420.0
2335,050,52,8,5/19/2013,865.31
2336,320,29,8,2/18/2013,453.19
2337,282,60,3,1/27/2013,436.6
2338,832,01,9,12/28/2013,530.63
2339,128,84,8,10/22/2014,597.02
2340,048,08,7,11/4/2014,705.78
2341,577,88,8,1/22/2013,946.65
2342,178,02,0,1/16/2014,434.32
2343,938,40,7,10/14/2013,662.6
2344,268,43,7,10/15/2014,500.45
2345,600,91,5,7/20/2014,935.53
2346,953,13,3,2/13/2013,107.08
2347,742,32,1,8/10/2014,249.8
2348,615,36,9,7/10/2013,514.32
2349,155,32,6,8/16/2014,333.87
2350,193,35,1,3/26/2014,140.95
2351,738,48,3,3/26/2014,616.69
2352,148,51,4,6/10/2014,206.9
2353,598,23,7,7/27/2014,627.61
2354,529,03,7,2/6/2013,829.26
2355,038,87,1,2/7/2014,553.41
2356,818,77,0,5/16/2013,185.46
2357,140,84,8,3/15/2013,632.77
2358,158,30,8,4/1/2013,676.0
2359,836,87,0,5/19/2014,543.65
2360,712,76,5,3/16/2013,302.47
2361,309,09,0,10/22/2014,195.71
2362,884,14,8,9/4/2014,350.64
2363,652,98,5,10/13/2014,231.35
2364,297,18,6,6/24/2014,731.86
2365,761,46,0,6/30/2014,751.71
2366,352,12,1,6/29/2014,641.3
2367,014,57,7,6/21/2014,443.11
2368,246,44,5,2/13/2014,367.83
